,Sentence #,Word,POS,Tag
10521,Sentence: 4866,and,CC,O
10522,Sentence: 4866,"3,065",CD,O
10523,Sentence: 4866,documents,NNS,O
10524,Sentence: 4866,from,IN,O
10525,Sentence: 4866,this,DT,O
10526,Sentence: 4866,Security,NNP,B
10527,Sentence: 4866,dataset,NN,I
10528,Sentence: 4866,(,(,O
10529,Sentence: 4866,6,CD,O
10530,Sentence: 4866,categories,NNS,O
10531,Sentence: 4866,),),O
13081,Sentence: 3619,On,IN,O
13082,Sentence: 3619,the,DT,O
13083,Sentence: 3619,KIN8NM,NNP,B
13084,Sentence: 3619,data,NN,I
13085,Sentence: 3619,set,NN,I
13086,Sentence: 3619,(,(,O
13087,Sentence: 3619,medium,JJ,O
13088,Sentence: 3619,noise,RB,O
13089,Sentence: 3619,level,NN,O
13090,Sentence: 3619,),),O
7845,Sentence: 5478,For,IN,O
7846,Sentence: 5478,the,DT,O
7847,Sentence: 5478,saliency,NN,O
7848,Sentence: 5478,detection,NN,O
7849,Sentence: 5478,task,NN,O
7850,Sentence: 5478,",",",",O
7851,Sentence: 5478,we,PRP,O
7852,Sentence: 5478,use,VBP,O
7853,Sentence: 5478,the,DT,O
7854,Sentence: 5478,training,NN,O
7855,Sentence: 5478,set,NN,O
7856,Sentence: 5478,of,IN,O
7857,Sentence: 5478,DUTS,NNP,O
7858,Sentence: 5478, ,NNP,O
7859,Sentence: 5478,and,CC,O
7860,Sentence: 5478,evaluate,VB,O
7861,Sentence: 5478,our,PRP$,O
7862,Sentence: 5478,algorithm,NN,O
7863,Sentence: 5478,on,IN,O
7864,Sentence: 5478,the,DT,O
7865,Sentence: 5478,the,DT,O
7866,Sentence: 5478,test,NN,O
7867,Sentence: 5478,set,NN,O
7868,Sentence: 5478,of,IN,O
7869,Sentence: 5478,the,DT,O
7870,Sentence: 5478,dataset,NN,O
7871,Sentence: 5478,and,CC,O
7872,Sentence: 5478,other,JJ,O
7873,Sentence: 5478,six,CD,O
7874,Sentence: 5478,popular,JJ,O
7875,Sentence: 5478,datasets,NNS,O
7876,Sentence: 5478,",",",",O
7877,Sentence: 5478,ECSSD,NNP,B
7878,Sentence: 5478,",",",",O
7879,Sentence: 5478,DUT,NNP,B
7880,Sentence: 5478,-,:,I
7881,Sentence: 5478,OMRON,NNP,I
7882,Sentence: 5478,",",",",O
7883,Sentence: 5478,SOD,NNP,B
7884,Sentence: 5478,",",",",O
7885,Sentence: 5478,and,CC,O
7886,Sentence: 5478,HKU,NNP,B
7887,Sentence: 5478,-,:,I
7888,Sentence: 5478,IS,NN,I
7889,Sentence: 5478,.,.,O
17778,Sentence: 3805,Extensive,JJ,O
17779,Sentence: 3805,experiments,NNS,O
17780,Sentence: 3805,on,IN,O
17781,Sentence: 3805,the,DT,O
17782,Sentence: 3805,CIFAR-10,NNP,B
17783,Sentence: 3805,and,CC,I
17784,Sentence: 3805,ImageNet,NNP,I
17785,Sentence: 3805,datasets,NNS,I
17786,Sentence: 3805,show,VBP,O
17787,Sentence: 3805,that,IN,O
17788,Sentence: 3805,our,PRP$,O
17789,Sentence: 3805,method,NN,O
17790,Sentence: 3805,outperforms,VBZ,O
17791,Sentence: 3805,the,DT,O
17792,Sentence: 3805,state,NN,O
17793,Sentence: 3805,-,:,O
17794,Sentence: 3805,of,IN,O
17795,Sentence: 3805,-,:,O
17796,Sentence: 3805,the,DT,O
17797,Sentence: 3805,-,:,O
17798,Sentence: 3805,art,NN,O
17799,Sentence: 3805,binary,JJ,O
17800,Sentence: 3805,convolutional,JJ,O
17801,Sentence: 3805,neural,JJ,O
17802,Sentence: 3805,networks,NNS,O
17803,Sentence: 3805,with,IN,O
17804,Sentence: 3805,less,JJR,O
17805,Sentence: 3805,computational,JJ,O
17806,Sentence: 3805,and,CC,O
17807,Sentence: 3805,storage,NN,O
17808,Sentence: 3805,cost,NN,O
17809,Sentence: 3805,.,.,O
5176,Sentence: 4041,In,IN,O
5177,Sentence: 4041,this,DT,O
5178,Sentence: 4041,experiment,NN,O
5179,Sentence: 4041,a,DT,O
5180,Sentence: 4041,minimum,JJ,O
5181,Sentence: 4041,length,NN,O
5182,Sentence: 4041,equal,JJ,O
5183,Sentence: 4041,to,TO,O
5184,Sentence: 4041,twice,VB,O
5185,Sentence: 4041,the,DT,O
5186,Sentence: 4041,inter,NN,O
5187,Sentence: 4041,-,:,O
5188,Sentence: 4041,split,NN,O
5189,Sentence: 4041,distance(minimum,JJ,O
5190,Sentence: 4041,possible,JJ,O
5191,Sentence: 4041,),),O
5192,Sentence: 4041,was,VBD,O
5193,Sentence: 4041,imposed,VBN,O
5194,Sentence: 4041,on,IN,O
5195,Sentence: 4041,all,PDT,O
5196,Sentence: 4041,the,DT,O
5197,Sentence: 4041,five,CD,O
5198,Sentence: 4041,dimensions,NNS,O
5199,Sentence: 4041,of,IN,O
5200,Sentence: 4041,the,DT,O
5201,Sentence: 4041,Coil,NNP,B
5202,Sentence: 4041,dataset,NN,I
5203,Sentence: 4041,.,.,O
5204,Sentence: 4041, ,NN,O
16612,Sentence: 3757,We,PRP,O
16613,Sentence: 3757,used,VBD,O
16614,Sentence: 3757,the,DT,O
16615,Sentence: 3757,binarised,JJ,O
16616,Sentence: 3757,MNIST,NNP,B
16617,Sentence: 3757,dataset,NN,I
16618,Sentence: 3757,of,IN,O
16619,Sentence: 3757,28x28,CD,O
16620,Sentence: 3757,images,NNS,O
16621,Sentence: 3757,of,IN,O
16622,Sentence: 3757,handwritten,JJ,O
16623,Sentence: 3757,digits,NNS,O
16624,Sentence: 3757,.,.,O
16971,Sentence: 5871,Testing,VBG,O
16972,Sentence: 5871,samples,NNS,O
16973,Sentence: 5871,of,IN,O
16974,Sentence: 5871,20,CD,O
16975,Sentence: 5871,persons,NNS,O
16976,Sentence: 5871,were,VBD,O
16977,Sentence: 5871,randomly,RB,O
16978,Sentence: 5871,selected,VBN,O
16979,Sentence: 5871,from,IN,O
16980,Sentence: 5871,the,DT,O
16981,Sentence: 5871,RegDB,NNP,B
16982,Sentence: 5871,dataset,NN,I
16983,Sentence: 5871,.,.,O
7890,Sentence: 5479,We,PRP,O
7891,Sentence: 5479,firstly,RB,O
7892,Sentence: 5479,build,VBP,O
7893,Sentence: 5479,another,DT,O
7894,Sentence: 5479,new,JJ,O
7895,Sentence: 5479,noise,NN,O
7896,Sentence: 5479,-,:,O
7897,Sentence: 5479,free,JJ,O
7898,Sentence: 5479,FR,NNP,B
7899,Sentence: 5479,dataset,NN,I
7900,Sentence: 5479,",",",",O
7901,Sentence: 5479,named,VBN,O
7902,Sentence: 5479,WebFace,NNP,O
7903,Sentence: 5479,-,:,O
7904,Sentence: 5479,Clean,JJ,O
7905,Sentence: 5479,-,:,O
7906,Sentence: 5479,Sub,NN,O
7907,Sentence: 5479,",",",",O
7908,Sentence: 5479,which,WDT,O
7909,Sentence: 5479,contains,VBZ,O
7910,Sentence: 5479,60,CD,O
7911,Sentence: 5479,%,NN,O
7912,Sentence: 5479,images,NNS,O
7913,Sentence: 5479,randomly,RB,O
7914,Sentence: 5479,chosen,VBN,O
7915,Sentence: 5479,from,IN,O
7916,Sentence: 5479,all,DT,O
7917,Sentence: 5479,celebrities,NNS,O
7918,Sentence: 5479,in,IN,O
7919,Sentence: 5479,WebFace,NNP,O
7920,Sentence: 5479,-,:,O
7921,Sentence: 5479,Clean,NN,O
7922,Sentence: 5479,.,.,O
5188,Sentence: 4668,As,IN,O
5189,Sentence: 4668,we,PRP,O
5190,Sentence: 4668,can,MD,O
5191,Sentence: 4668,see,VB,O
5192,Sentence: 4668,",",",",O
5193,Sentence: 4668,in,IN,O
5194,Sentence: 4668,our,PRP$,O
5195,Sentence: 4668,experiments,NNS,O
5196,Sentence: 4668,on,IN,O
5197,Sentence: 4668,the,DT,O
5198,Sentence: 4668,IMDB,NNP,B
5199,Sentence: 4668,dataset,NN,I
5200,Sentence: 4668,),),O
5201,Sentence: 4668,",",",",O
5202,Sentence: 4668,the,DT,O
5203,Sentence: 4668,average,JJ,O
5204,Sentence: 4668,α,JJ,O
5205,Sentence: 4668,-,:,O
5206,Sentence: 4668,NDCG,NNP,O
5207,Sentence: 4668,-,:,O
5208,Sentence: 4668,W,NN,O
5209,Sentence: 4668,for,IN,O
5210,Sentence: 4668,top-1,JJ,O
5211,Sentence: 4668,result,NN,O
5212,Sentence: 4668,of,IN,O
5213,Sentence: 4668,both,DT,O
5214,Sentence: 4668,ranking,JJ,O
5215,Sentence: 4668,and,CC,O
5216,Sentence: 4668,diversification,NN,O
5217,Sentence: 4668,on,IN,O
5218,Sentence: 4668,single,JJ,O
5219,Sentence: 4668,concept,NN,O
5220,Sentence: 4668,queries,NNS,O
5221,Sentence: 4668,was,VBD,O
5222,Sentence: 4668,always,RB,O
5223,Sentence: 4668,0.58,CD,O
5224,Sentence: 4668,",",",",O
5225,Sentence: 4668,given,VBN,O
5226,Sentence: 4668,any,DT,O
5227,Sentence: 4668,value,NN,O
5228,Sentence: 4668,of,IN,O
5229,Sentence: 4668,α,NNP,O
5230,Sentence: 4668,.,.,O
8518,Sentence: 4785,Recently,RB,O
8519,Sentence: 4785,",",",",O
8520,Sentence: 4785,Latent,NNP,O
8521,Sentence: 4785,Factor,NNP,O
8522,Sentence: 4785,Models,NNP,O
8523,Sentence: 4785,(,(,O
8524,Sentence: 4785,LFM,NNP,O
8525,Sentence: 4785,),),O
8526,Sentence: 4785,based,VBN,O
8527,Sentence: 4785,on,IN,O
8528,Sentence: 4785,Matrix,NNP,B
8529,Sentence: 4785,Factorization,NNP,I
8530,Sentence: 4785,(,(,I
8531,Sentence: 4785,MF,NNP,I
8532,Sentence: 4785,),),O
8533,Sentence: 4785, ,VBP,O
8534,Sentence: 4785,techniques,NNS,O
8535,Sentence: 4785,have,VBP,O
8536,Sentence: 4785,gained,VBN,O
8537,Sentence: 4785,great,JJ,O
8538,Sentence: 4785,popularity,NN,O
8539,Sentence: 4785,as,IN,O
8540,Sentence: 4785,they,PRP,O
8541,Sentence: 4785,usually,RB,O
8542,Sentence: 4785,outperform,VBP,O
8543,Sentence: 4785,traditional,JJ,O
8544,Sentence: 4785,methods,NNS,O
8545,Sentence: 4785,and,CC,O
8546,Sentence: 4785,have,VBP,O
8547,Sentence: 4785,achieved,VBN,O
8548,Sentence: 4785,state,NN,O
8549,Sentence: 4785,-,:,O
8550,Sentence: 4785,of,IN,O
8551,Sentence: 4785,-,:,O
8552,Sentence: 4785,theart,NN,O
8553,Sentence: 4785,performance,NN,O
8554,Sentence: 4785,in,IN,O
8555,Sentence: 4785,some,DT,O
8556,Sentence: 4785,benchmark,JJ,O
8557,Sentence: 4785,datasets,NNS,O
8558,Sentence: 4785,.,.,O
8925,Sentence: 3455,IPTV,NNP,B
8926,Sentence: 3455,dataset,NN,I
8927,Sentence: 3455,.,.,O
6313,Sentence: 4091,For,IN,O
6314,Sentence: 4091,Mondial,NNP,B
6315,Sentence: 4091,dataset,NN,I
6316,Sentence: 4091,",",",",O
6317,Sentence: 4091,the,DT,O
6318,Sentence: 4091,accuracy,NN,O
6319,Sentence: 4091,difference,NN,O
6320,Sentence: 4091,is,VBZ,O
6321,Sentence: 4091,significant,JJ,O
6322,Sentence: 4091,between,IN,O
6323,Sentence: 4091,40,CD,O
6324,Sentence: 4091,%,NN,O
6325,Sentence: 4091,and,CC,O
6326,Sentence: 4091,50,CD,O
6327,Sentence: 4091,%,NN,O
6328,Sentence: 4091,feature,NN,O
6329,Sentence: 4091,subsets,NNS,O
6330,Sentence: 4091,",",",",O
6331,Sentence: 4091,suggesting,VBG,O
6332,Sentence: 4091,that,IN,O
6333,Sentence: 4091,some,DT,O
6334,Sentence: 4091,attributes,NNS,O
6335,Sentence: 4091,are,VBP,O
6336,Sentence: 4091,very,RB,O
6337,Sentence: 4091,helpful,JJ,O
6338,Sentence: 4091,in,IN,O
6339,Sentence: 4091,identifying,VBG,O
6340,Sentence: 4091,the,DT,O
6341,Sentence: 4091,class,NN,O
6342,Sentence: 4091,label,NN,O
6343,Sentence: 4091,",",",",O
6344,Sentence: 4091,although,IN,O
6345,Sentence: 4091,they,PRP,O
6346,Sentence: 4091,may,MD,O
6347,Sentence: 4091,not,RB,O
6348,Sentence: 4091,be,VB,O
6349,Sentence: 4091,ranked,VBN,O
6350,Sentence: 4091,very,RB,O
6351,Sentence: 4091,high,JJ,O
6352,Sentence: 4091,.,.,O
16835,Sentence: 3764,Our,PRP$,O
16836,Sentence: 3764,ablation,NN,O
16837,Sentence: 3764,study,NN,O
16838,Sentence: 3764,on,IN,O
16839,Sentence: 3764,the,DT,O
16840,Sentence: 3764,CUB,NNP,B
16841,Sentence: 3764,dataset,NN,I
16842,Sentence: 3764,:,:,O
6123,Sentence: 3339,Similarly,RB,O
6124,Sentence: 3339,",",",",O
6125,Sentence: 3339,on,IN,O
6126,Sentence: 3339,the,DT,O
6127,Sentence: 3339,PRW,NNP,B
6128,Sentence: 3339,dataset,NN,I
6129,Sentence: 3339,",",",",O
6130,Sentence: 3339,QEEPS,NNP,O
6131,Sentence: 3339,outperforms,VBZ,O
6132,Sentence: 3339,Mask,NNP,O
6133,Sentence: 3339,-,:,O
6134,Sentence: 3339,G,NNP,O
6135,Sentence: 3339,[,VBZ,O
6136,Sentence: 3339,4,CD,O
6137,Sentence: 3339,],NN,O
6138,Sentence: 3339,by,IN,O
6139,Sentence: 3339,4.5pp,CD,O
6140,Sentence: 3339,mAP,NNS,O
6141,Sentence: 3339,and,CC,O
6142,Sentence: 3339,4.6pp,CD,O
6143,Sentence: 3339,top-1,JJ,O
6144,Sentence: 3339,setting,VBG,O
6145,Sentence: 3339,state,NN,O
6146,Sentence: 3339,-,:,O
6147,Sentence: 3339,of,IN,O
6148,Sentence: 3339,-,:,O
6149,Sentence: 3339,the,DT,O
6150,Sentence: 3339,-,:,O
6151,Sentence: 3339,art,NN,O
6152,Sentence: 3339,performance,NN,O
6153,Sentence: 3339,of,IN,O
6154,Sentence: 3339,37.1,CD,O
6155,Sentence: 3339,%,NN,O
6156,Sentence: 3339,mAP,NN,O
6157,Sentence: 3339,and,CC,O
6158,Sentence: 3339,76.7,CD,O
6159,Sentence: 3339,%,NN,O
6160,Sentence: 3339,top-1,NN,O
6161,Sentence: 3339,.,.,O
14982,Sentence: 5790,shows,VBZ,O
14983,Sentence: 5790,the,DT,O
14984,Sentence: 5790,results,NNS,O
14985,Sentence: 5790,on,IN,O
14986,Sentence: 5790,Vid4,NNP,B
14987,Sentence: 5790,test,NN,I
14988,Sentence: 5790,set,NN,I
14989,Sentence: 5790,.,.,O
9253,Sentence: 5542,Compared,VBN,O
9254,Sentence: 5542,with,IN,O
9255,Sentence: 5542,CUHK,NNP,B
9256,Sentence: 5542,-,:,I
9257,Sentence: 5542,SYSU,NNP,I
9258,Sentence: 5542,dataset,NN,I
9259,Sentence: 5542,",",",",O
9260,Sentence: 5542,all,PDT,O
9261,Sentence: 5542,the,DT,O
9262,Sentence: 5542,methods,NNS,O
9263,Sentence: 5542,achieves,VBZ,O
9264,Sentence: 5542,poorer,JJR,O
9265,Sentence: 5542,results,NNS,O
9266,Sentence: 5542,on,IN,O
9267,Sentence: 5542,PRW,NNP,B
9268,Sentence: 5542,dataset,NN,I
9269,Sentence: 5542,",",",",O
9270,Sentence: 5542,especially,RB,O
9271,Sentence: 5542,on,IN,O
9272,Sentence: 5542,mAP,NNS,O
9273,Sentence: 5542,.,.,O
17583,Sentence: 3798,For,IN,O
17584,Sentence: 3798,Resource,NNP,B
17585,Sentence: 3798,-,:,I
17586,Sentence: 3798,collection,NN,I
17587,Sentence: 3798,",",",",O
17588,Sentence: 3798,however,RB,O
17589,Sentence: 3798,",",",",O
17590,Sentence: 3798,even,RB,O
17591,Sentence: 3798,with,IN,O
17592,Sentence: 3798,a,DT,O
17593,Sentence: 3798,good,JJ,O
17594,Sentence: 3798,prior,NN,O
17595,Sentence: 3798,",",",",O
17596,Sentence: 3798,"""",NNP,O
17597,Sentence: 3798,flat,JJ,O
17598,Sentence: 3798,"""",NNP,O
17599,Sentence: 3798,Bayesian,NNP,O
17600,Sentence: 3798,model,NNP,O
17601,Sentence: 3798,-,:,O
17602,Sentence: 3798,based,VBN,O
17603,Sentence: 3798,Q,NNP,O
17604,Sentence: 3798,does,VBZ,O
17605,Sentence: 3798,not,RB,O
17606,Sentence: 3798,converge,VB,O
17607,Sentence: 3798,.,.,O
3277,Sentence: 3957,:,:,O
3278,Sentence: 3957,Jester,NN,B
3279,Sentence: 3957,is,VBZ,O
3280,Sentence: 3957,a,DT,O
3281,Sentence: 3957,joke,NN,O
3282,Sentence: 3957,rating,NN,O
3283,Sentence: 3957,dataset,NN,O
3284,Sentence: 3957,.,.,O
13858,Sentence: 4414,Graph,NNP,B
13859,Sentence: 4414,database,NN,I
13860,Sentence: 4414,D,NNP,O
13861,Sentence: 4414,",",",",O
13862,Sentence: 4414,a,DT,O
13863,Sentence: 4414,query,NN,O
13864,Sentence: 4414,q,NN,O
13865,Sentence: 4414,",",",",O
13866,Sentence: 4414,and,CC,O
13867,Sentence: 4414,an,DT,O
13868,Sentence: 4414,integer,NN,O
13869,Sentence: 4414,k.,NN,O
13870,Sentence: 4414,Output,NNP,O
13871,Sentence: 4414,:,:,O
13872,Sentence: 4414,The,DT,O
13873,Sentence: 4414,top,JJ,O
13874,Sentence: 4414,-,:,O
13875,Sentence: 4414,k,NN,O
13876,Sentence: 4414,correlative,JJ,O
13877,Sentence: 4414,graphs,NN,O
13878,Sentence: 4414,with,IN,O
13879,Sentence: 4414,respect,NN,O
13880,Sentence: 4414,to,TO,O
13881,Sentence: 4414,q.,VB,O
13882,Sentence: 4414,graph,NN,O
13883,Sentence: 4414,g,NN,O
13884,Sentence: 4414,if,IN,O
13885,Sentence: 4414,φ,VBN,O
13886,Sentence: 4414,max,NN,O
13887,Sentence: 4414,(,(,O
13888,Sentence: 4414,g,NN,O
13889,Sentence: 4414,),),O
8801,Sentence: 3449,This,DT,O
8802,Sentence: 3449,is,VBZ,O
8803,Sentence: 3449,demonstrated,VBN,O
8804,Sentence: 3449,in,IN,O
8805,Sentence: 3449,",",",",O
8806,Sentence: 3449,which,WDT,O
8807,Sentence: 3449,shows,VBZ,O
8808,Sentence: 3449,the,DT,O
8809,Sentence: 3449,number,NN,O
8810,Sentence: 3449,of,IN,O
8811,Sentence: 3449,iterations,NNS,O
8812,Sentence: 3449,required,VBN,O
8813,Sentence: 3449,to,TO,O
8814,Sentence: 3449,reach,VB,O
8815,Sentence: 3449,25,CD,O
8816,Sentence: 3449,%,NN,O
8817,Sentence: 3449,training,NN,O
8818,Sentence: 3449,error,NN,O
8819,Sentence: 3449,on,IN,O
8820,Sentence: 3449,the,DT,O
8821,Sentence: 3449,CIFAR-10,NNP,B
8822,Sentence: 3449,dataset,NN,I
8823,Sentence: 3449,for,IN,O
8824,Sentence: 3449,a,DT,O
8825,Sentence: 3449,particular,JJ,O
8826,Sentence: 3449,four,CD,O
8827,Sentence: 3449,-,:,O
8828,Sentence: 3449,layer,NN,O
8829,Sentence: 3449,convolutional,JJ,O
8830,Sentence: 3449,network,NN,O
8831,Sentence: 3449,.,.,O
16980,Sentence: 3770,Generating,VBG,B
16981,Sentence: 3770,CTL,NNP,I
16982,Sentence: 3770,Datasets,NNP,I
16983,Sentence: 3770,.,.,O
1283,Sentence: 3869,The,DT,O
1284,Sentence: 3869,MADOLEN,NNP,B
1285,Sentence: 3869,data,NNS,I
1286,Sentence: 3869,set,NN,I
1287,Sentence: 3869,was,VBD,O
1288,Sentence: 3869,obtained,VBN,O
1289,Sentence: 3869,form,NN,O
1290,Sentence: 3869, ,NN,O
4759,Sentence: 4648,In,IN,O
4760,Sentence: 4648, ,NN,O
4761,Sentence: 4648,we,PRP,O
4762,Sentence: 4648,also,RB,O
4763,Sentence: 4648,show,VBP,O
4764,Sentence: 4648,the,DT,O
4765,Sentence: 4648,e,NN,O
4766,Sentence: 4648,ects,NNS,O
4767,Sentence: 4648,of,IN,O
4768,Sentence: 4648,removing,VBG,O
4769,Sentence: 4648,the,DT,O
4770,Sentence: 4648,deleted,JJ,O
4771,Sentence: 4648,tweets,NNS,O
4772,Sentence: 4648,from,IN,O
4773,Sentence: 4648,the,DT,O
4774,Sentence: 4648,raw,JJ,O
4775,Sentence: 4648,Tweets2013,NNP,B
4776,Sentence: 4648,collection,NN,I
4777,Sentence: 4648,T,NNP,O
4778,Sentence: 4648,and,CC,O
4779,Sentence: 4648,also,RB,O
4780,Sentence: 4648,the,DT,O
4781,Sentence: 4648,Tweets2013-IA,NNP,B
4782,Sentence: 4648,collection,NN,I
4783,Sentence: 4648,A.,NN,O
4784,Sentence: 4648,From,IN,O
4785,Sentence: 4648,the,DT,O
4786,Sentence: 4648,table,NN,O
4787,Sentence: 4648,",",",",O
4788,Sentence: 4648,we,PRP,O
4789,Sentence: 4648,see,VBP,O
4790,Sentence: 4648,that,IN,O
4791,Sentence: 4648,by,IN,O
4792,Sentence: 4648,the,DT,O
4793,Sentence: 4648,end,NN,O
4794,Sentence: 4648,of,IN,O
4795,Sentence: 4648,2016,CD,O
4796,Sentence: 4648,",",",",O
4797,Sentence: 4648,deletes,NNS,O
4798,Sentence: 4648,have,VBP,O
4799,Sentence: 4648,reduced,VBN,O
4800,Sentence: 4648,the,DT,O
4801,Sentence: 4648,collection,NN,O
4802,Sentence: 4648,to,TO,O
4803,Sentence: 4648,211,CD,O
4804,Sentence: 4648,m,NN,O
4805,Sentence: 4648,for,IN,O
4806,Sentence: 4648,T,NNP,O
4807,Sentence: 4648,and,CC,O
4808,Sentence: 4648,199,CD,O
4809,Sentence: 4648,m,NN,O
4810,Sentence: 4648,for,IN,O
4811,Sentence: 4648,A,NNP,O
4812,Sentence: 4648,",",",",O
4813,Sentence: 4648,down,RB,O
4814,Sentence: 4648,from,IN,O
4815,Sentence: 4648,the,DT,O
4816,Sentence: 4648,original,JJ,O
4817,Sentence: 4648,sizes,NNS,O
4818,Sentence: 4648,of,IN,O
4819,Sentence: 4648,259,CD,O
4820,Sentence: 4648,m,NNS,O
4821,Sentence: 4648,and,CC,O
4822,Sentence: 4648,247,CD,O
4823,Sentence: 4648,m,NN,O
4824,Sentence: 4648,",",",",O
4825,Sentence: 4648,respectively,RB,O
4826,Sentence: 4648,.,.,O
4827,Sentence: 4648, ,VB,O
7828,Sentence: 5477,(,(,O
7829,Sentence: 5477,pronounced,VBN,O
7830,Sentence: 5477,',POS,O
7831,Sentence: 5477,el,JJ,O
7832,Sentence: 5477,-,:,O
7833,Sentence: 5477,vis')-a,JJ,O
7834,Sentence: 5477,new,JJ,O
7835,Sentence: 5477,benchmark,NN,O
7836,Sentence: 5477,dataset,NN,O
7837,Sentence: 5477,for,IN,O
7838,Sentence: 5477,research,NN,O
7839,Sentence: 5477,on,IN,O
7840,Sentence: 5477,Large,NNP,B
7841,Sentence: 5477,Vocabulary,NNP,I
7842,Sentence: 5477,Instance,NNP,I
7843,Sentence: 5477,Segmentation,NNP,I
7844,Sentence: 5477,.,.,O
6326,Sentence: 3349,ref,NN,O
6327,Sentence: 3349,#,#,O
6328,Sentence: 3349,text,JJ,O
6329,Sentence: 3349, ,NNP,O
6330,Sentence: 3349,NTU,NNP,B
6331,Sentence: 3349,RGB,NNP,I
6332,Sentence: 3349,-,:,I
6333,Sentence: 3349,D,NNP,I
6334,Sentence: 3349,Action,NNP,I
6335,Sentence: 3349,Dataset,NNP,I
6336,Sentence: 3349,.,.,O
17575,Sentence: 5897,The,DT,O
17576,Sentence: 5897,ILSVRC,NNP,B
17577,Sentence: 5897,2012,CD,I
17578,Sentence: 5897,classification,NN,I
17579,Sentence: 5897,dataset,NN,I
17580,Sentence: 5897, ,NN,O
17581,Sentence: 5897,is,VBZ,O
17582,Sentence: 5897,composed,VBN,O
17583,Sentence: 5897,of,IN,O
17584,Sentence: 5897,1.2,CD,O
17585,Sentence: 5897,M,NNP,O
17586,Sentence: 5897,images,NNS,O
17587,Sentence: 5897,for,IN,O
17588,Sentence: 5897,training,NN,O
17589,Sentence: 5897,and,CC,O
17590,Sentence: 5897,50k,CD,O
17591,Sentence: 5897,images,NNS,O
17592,Sentence: 5897,for,IN,O
17593,Sentence: 5897,validation,NN,O
17594,Sentence: 5897,in,IN,O
17595,Sentence: 5897,1000,CD,O
17596,Sentence: 5897,classes,NNS,O
17597,Sentence: 5897,.,.,O
2033,Sentence: 4539,"""",JJ,O
2034,Sentence: 4539,News,NNP,B
2035,Sentence: 4539,Collection,NNP,I
2036,Sentence: 4539,"""",NNP,O
2037,Sentence: 4539,and,CC,O
2038,Sentence: 4539,"""",NNP,O
2039,Sentence: 4539,Multiple,NNP,O
2040,Sentence: 4539,Page,NNP,O
2041,Sentence: 4539,"""",NN,O
2042,Sentence: 4539,are,VBP,O
2043,Sentence: 4539,described,VBN,O
2044,Sentence: 4539,in,IN,O
2045,Sentence: 4539,the,DT,O
2046,Sentence: 4539,Section,NN,O
