,Sentence #,Word,POS,Tag
17,Sentence: 525,and,CC,O
18,Sentence: 525,its,PRP$,O
19,Sentence: 525,performance,NN,O
20,Sentence: 525,is,VBZ,O
21,Sentence: 525,comparable,JJ,O
22,Sentence: 525,to,TO,O
23,Sentence: 525,SIM,VB,O
24,Sentence: 525,on,IN,O
25,Sentence: 525,the,DT,O
26,Sentence: 525,MSRCv2,NNP,B
27,Sentence: 525,dataset,NN,I
28,Sentence: 525,and,CC,O
29,Sentence: 525,to,TO,O
30,Sentence: 525,CLPL,NNP,O
31,Sentence: 525,on,IN,O
32,Sentence: 525,the,DT,O
33,Sentence: 525,Lost,NNP,B
34,Sentence: 525,dataset,NN,I
35,Sentence: 525,.,.,O
0,Sentence: 1072,To,TO,O
1,Sentence: 1072,evaluate,VB,O
2,Sentence: 1072,our,PRP$,O
3,Sentence: 1072,approach,NN,O
4,Sentence: 1072,",",",",O
5,Sentence: 1072,we,PRP,O
6,Sentence: 1072,have,VBP,O
7,Sentence: 1072,applied,VBN,O
8,Sentence: 1072,it,PRP,O
9,Sentence: 1072,to,TO,O
10,Sentence: 1072,two,CD,O
11,Sentence: 1072,real,JJ,O
12,Sentence: 1072,-,:,O
13,Sentence: 1072,world,NN,O
14,Sentence: 1072,(,(,O
15,Sentence: 1072,sensor,JJ,B
16,Sentence: 1072,network,NN,I
17,Sentence: 1072,temperature,NN,I
18,Sentence: 1072, ,NN,O
19,Sentence: 1072,and,CC,O
20,Sentence: 1072,San,NNP,B
21,Sentence: 1072,Francisco,NNP,I
22,Sentence: 1072,Bay,NNP,I
23,Sentence: 1072,area,NN,I
24,Sentence: 1072,traffic,NN,I
25,Sentence: 1072,),),O
26,Sentence: 1072,and,CC,O
27,Sentence: 1072,one,CD,O
28,Sentence: 1072,artificial,NN,O
29,Sentence: 1072,(,(,O
30,Sentence: 1072,samples,NNS,O
31,Sentence: 1072,from,IN,O
32,Sentence: 1072,ALARM,NNP,O
33,Sentence: 1072,Bayesian,NNP,O
34,Sentence: 1072,network,NN,O
35,Sentence: 1072,),),O
36,Sentence: 1072,datasets,NNS,O
37,Sentence: 1072,.,.,O
0,Sentence: 2243,We,PRP,O
1,Sentence: 2243,found,VBD,O
2,Sentence: 2243,",",",",O
3,Sentence: 2243,from,IN,O
4,Sentence: 2243,a,DT,O
5,Sentence: 2243,bilingual,JJ,O
6,Sentence: 2243,annotator,NN,O
7,Sentence: 2243,who,WP,O
8,Sentence: 2243,used,VBD,O
9,Sentence: 2243,VaporEngine,NNP,O
10,Sentence: 2243,to,TO,O
11,Sentence: 2243,browse,VB,O
12,Sentence: 2243,the,DT,O
13,Sentence: 2243,Avaj,NNP,B
14,Sentence: 2243,Otalo,NNP,I
15,Sentence: 2243,collection,NN,I
16,Sentence: 2243,",",",",O
17,Sentence: 2243,that,IN,O
18,Sentence: 2243,an,DT,O
19,Sentence: 2243,unexpectedly,RB,O
20,Sentence: 2243,large,JJ,O
21,Sentence: 2243,number,NN,O
22,Sentence: 2243,of,IN,O
23,Sentence: 2243,such,JJ,O
24,Sentence: 2243,terms,NNS,O
25,Sentence: 2243,arose,VBP,O
26,Sentence: 2243,from,IN,O
27,Sentence: 2243,speaking,VBG,O
28,Sentence: 2243,conventions,NNS,O
29,Sentence: 2243,used,VBN,O
30,Sentence: 2243,in,IN,O
31,Sentence: 2243,announcements,NNS,O
32,Sentence: 2243,;,:,O
33,Sentence: 2243,which,WDT,O
34,Sentence: 2243,consistently,RB,O
35,Sentence: 2243,included,VBD,O
36,Sentence: 2243,long,JJ,O
37,Sentence: 2243,salutations,NNS,O
38,Sentence: 2243,",",",",O
39,Sentence: 2243,and,CC,O
40,Sentence: 2243,which,WDT,O
41,Sentence: 2243,were,VBD,O
42,Sentence: 2243,recorded,VBN,O
43,Sentence: 2243,by,IN,O
44,Sentence: 2243,a,DT,O
45,Sentence: 2243,relatively,RB,O
46,Sentence: 2243,small,JJ,O
47,Sentence: 2243,number,NN,O
48,Sentence: 2243,of,IN,O
49,Sentence: 2243,speakers,NNS,O
50,Sentence: 2243,(,(,O
51,Sentence: 2243,e.g.,NN,O
52,Sentence: 2243,",",",",O
53,Sentence: 2243,agricultural,JJ,O
54,Sentence: 2243,outreach,NN,O
55,Sentence: 2243,agents,NNS,O
56,Sentence: 2243,),),O
57,Sentence: 2243,.,.,O
0,Sentence: 917,We,PRP,O
1,Sentence: 917,focus,VBP,O
2,Sentence: 917,our,PRP$,O
3,Sentence: 917,results,NNS,O
4,Sentence: 917,on,IN,O
5,Sentence: 917,the,DT,O
6,Sentence: 917,relatively,RB,O
7,Sentence: 917,new,JJ,O
8,Sentence: 917,UCF,NNP,B
9,Sentence: 917,Sports,NNP,I
10,Sentence: 917,Action,NNP,I
11,Sentence: 917,dataset,NN,I
12,Sentence: 917,",",",",O
13,Sentence: 917,consisting,VBG,O
14,Sentence: 917,of,IN,O
15,Sentence: 917,non,JJ,O
16,Sentence: 917,-,:,O
17,Sentence: 917,scripted,JJ,O
18,Sentence: 917,sequences,NNS,O
19,Sentence: 917,of,IN,O
20,Sentence: 917,cluttered,JJ,O
21,Sentence: 917,sports,NNS,O
22,Sentence: 917,videos,NN,O
23,Sentence: 917,.,.,O
0,Sentence: 2992,To,TO,O
1,Sentence: 2992,this,DT,O
2,Sentence: 2992,end,NN,O
3,Sentence: 2992,",",",",O
4,Sentence: 2992,we,PRP,O
5,Sentence: 2992,take,VBP,O
6,Sentence: 2992,ICDM,JJ,B
7,Sentence: 2992,Abstracts,NNP,I
8,Sentence: 2992,dataset,NN,I
9,Sentence: 2992,.,.,O
0,Sentence: 5399,Each,DT,O
1,Sentence: 5399,row,NN,O
2,Sentence: 5399,shows,VBZ,O
3,Sentence: 5399,the,DT,O
4,Sentence: 5399,template,NN,O
5,Sentence: 5399,of,IN,O
6,Sentence: 5399,a,DT,O
7,Sentence: 5399,subject,NN,O
8,Sentence: 5399,selected,VBN,O
9,Sentence: 5399,from,IN,O
10,Sentence: 5399,the,DT,O
11,Sentence: 5399,static,JJ,O
12,Sentence: 5399,BU-3DFE,NNP,B
13,Sentence: 5399,face,NN,I
14,Sentence: 5399,database,NN,I
15,Sentence: 5399, ,NNP,O
16,Sentence: 5399,(,(,O
17,Sentence: 5399,left,VBN,O
18,Sentence: 5399,),),O
19,Sentence: 5399,",",",",O
20,Sentence: 5399,and,CC,O
21,Sentence: 5399,three,CD,O
22,Sentence: 5399,randomly,RB,O
23,Sentence: 5399,selected,VBN,O
24,Sentence: 5399,animation,NN,O
25,Sentence: 5399,frames,NNS,O
26,Sentence: 5399,",",",",O
27,Sentence: 5399,driven,VBN,O
28,Sentence: 5399,by,IN,O
29,Sentence: 5399,the,DT,O
30,Sentence: 5399,same,JJ,O
31,Sentence: 5399,audio,NN,O
32,Sentence: 5399,input,NN,O
33,Sentence: 5399,(,(,O
34,Sentence: 5399,right,JJ,O
35,Sentence: 5399,),),O
36,Sentence: 5399,.,.,O
0,Sentence: 1982,Building,VBG,O
1,Sentence: 1982,the,DT,O
2,Sentence: 1982,Cognos,NNP,B
3,Sentence: 1982,experts,NNS,I
4,Sentence: 1982,database,NN,I
5,Sentence: 1982,.,.,O
0,Sentence: 4399,Similarly,RB,O
1,Sentence: 4399,for,IN,O
2,Sentence: 4399,the,DT,O
3,Sentence: 4399,"""",NNP,B
4,Sentence: 4399,PubMedTrain2,NNP,I
5,Sentence: 4399,"""",NNP,I
6,Sentence: 4399,dataset,NN,I
7,Sentence: 4399,which,WDT,O
8,Sentence: 4399,is,VBZ,O
9,Sentence: 4399,more,RBR,O
10,Sentence: 4399,complex,JJ,O
11,Sentence: 4399,due,JJ,O
12,Sentence: 4399,to,TO,O
13,Sentence: 4399,its,PRP$,O
14,Sentence: 4399,larger,JJR,O
15,Sentence: 4399,vocabulary,JJ,O
16,Sentence: 4399,size,NN,O
17,Sentence: 4399,",",",",O
18,Sentence: 4399,senLDA,NN,O
19,Sentence: 4399,converges,NNS,O
20,Sentence: 4399,around,IN,O
21,Sentence: 4399,12,CD,O
22,Sentence: 4399,times,NNS,O
23,Sentence: 4399,(,(,O
24,Sentence: 4399,an,DT,O
25,Sentence: 4399,order,NN,O
26,Sentence: 4399,of,IN,O
27,Sentence: 4399,magnitude,NN,O
28,Sentence: 4399,),),O
29,Sentence: 4399,faster,NN,O
30,Sentence: 4399,.,.,O
0,Sentence: 5248,The,DT,O
1,Sentence: 5248,proposed,VBN,O
2,Sentence: 5248,approach,NN,O
3,Sentence: 5248,achieves,VBZ,O
4,Sentence: 5248,the,DT,O
5,Sentence: 5248,state,NN,O
6,Sentence: 5248,-,:,O
7,Sentence: 5248,of,IN,O
8,Sentence: 5248,-,:,O
9,Sentence: 5248,the,DT,O
10,Sentence: 5248,-,:,O
11,Sentence: 5248,art,NN,O
12,Sentence: 5248,results,NNS,O
13,Sentence: 5248,on,IN,O
14,Sentence: 5248,two,CD,O
15,Sentence: 5248,challenging,VBG,O
16,Sentence: 5248,benchmarks,NNS,O
17,Sentence: 5248,:,:,O
18,Sentence: 5248,the,DT,O
19,Sentence: 5248,Volleyball,NNP,B
20,Sentence: 5248,dataset,NN,I
21,Sentence: 5248, ,NN,O
22,Sentence: 5248,and,CC,O
23,Sentence: 5248,the,DT,O
24,Sentence: 5248,Collective,NNP,B
25,Sentence: 5248,Activity,NNP,I
26,Sentence: 5248,dataset,NN,I
27,Sentence: 5248,.,.,O
0,Sentence: 2810,Runtime,NNP,O
1,Sentence: 2810,and,CC,O
2,Sentence: 2810,number,NN,O
3,Sentence: 2810,of,IN,O
4,Sentence: 2810,states,NNS,O
5,Sentence: 2810,of,IN,O
6,Sentence: 2810,the,DT,O
7,Sentence: 2810,online,JJ,O
8,Sentence: 2810,approach,NN,O
9,Sentence: 2810,for,IN,O
10,Sentence: 2810,the,DT,O
11,Sentence: 2810,Hepatitis,NNP,B
12,Sentence: 2810,data,NNS,I
13,Sentence: 2810,sets,NNS,I
14,Sentence: 2810,.,.,O
0,Sentence: 4492,The,DT,O
1,Sentence: 4492,collection,NN,O
2,Sentence: 4492,contains,VBZ,O
3,Sentence: 4492,approximately,RB,O
4,Sentence: 4492,4.6,CD,O
5,Sentence: 4492,million,CD,O
6,Sentence: 4492,records,NNS,O
7,Sentence: 4492,",",",",O
8,Sentence: 4492,or,CC,O
9,Sentence: 4492,about,IN,O
10,Sentence: 4492,a,DT,O
11,Sentence: 4492,third,JJ,O
12,Sentence: 4492,of,IN,O
13,Sentence: 4492,the,DT,O
14,Sentence: 4492,entire,JJ,O
15,Sentence: 4492,database,NN,O
16,Sentence: 4492,at,IN,O
17,Sentence: 4492,the,DT,O
18,Sentence: 4492,time,NN,O
19,Sentence: 4492,it,PRP,O
20,Sentence: 4492,was,VBD,O
21,Sentence: 4492,collected,VBN,O
22,Sentence: 4492,in,IN,O
23,Sentence: 4492,2004,CD,O
24,Sentence: 4492,(,(,O
25,Sentence: 4492,commonly,RB,O
26,Sentence: 4492,known,VBN,O
27,Sentence: 4492,as,IN,O
28,Sentence: 4492,the,DT,O
29,Sentence: 4492,MEDLINE04,NNP,B
30,Sentence: 4492,collection,NN,I
31,Sentence: 4492,),),O
32,Sentence: 4492,.,.,O
0,Sentence: 804,NYC,NNP,B
1,Sentence: 804,taxi,NN,I
2,Sentence: 804,dataset,NN,I
3,Sentence: 804,:,:,O
4,Sentence: 804,The,DT,O
5,Sentence: 804,data,NN,O
6,Sentence: 804,is,VBZ,O
7,Sentence: 804,from,IN,O
8,Sentence: 804,The,DT,O
9,Sentence: 804,New,NNP,O
10,Sentence: 804,York,NNP,O
11,Sentence: 804,City,NNP,O
12,Sentence: 804,Taxi,NNP,O
13,Sentence: 804,and,CC,O
14,Sentence: 804,Limousine,NNP,O
15,Sentence: 804,Commission,NNP,O
16,Sentence: 804,1,CD,O
17,Sentence: 804,",",",",O
18,Sentence: 804,which,WDT,O
19,Sentence: 804,records,VBZ,O
20,Sentence: 804,fields,NNS,O
21,Sentence: 804,capturing,VBG,O
22,Sentence: 804,pick,NN,O
23,Sentence: 804,-,:,O
24,Sentence: 804,up,IN,O
25,Sentence: 804,time,NN,O
26,Sentence: 804,",",",",O
27,Sentence: 804,location,NN,O
28,Sentence: 804,and,CC,O
29,Sentence: 804,payment,NN,O
30,Sentence: 804,information,NN,O
31,Sentence: 804,of,IN,O
32,Sentence: 804,green,JJ,O
33,Sentence: 804,taxis,NN,O
34,Sentence: 804,',POS,O
35,Sentence: 804,orders,NNS,O
36,Sentence: 804,.,.,O
0,Sentence: 4498,Again,RB,O
1,Sentence: 4498,",",",",O
2,Sentence: 4498,the,DT,O
3,Sentence: 4498,approach,NN,O
4,Sentence: 4498,was,VBD,O
5,Sentence: 4498,only,RB,O
6,Sentence: 4498,evaluated,VBN,O
7,Sentence: 4498,on,IN,O
8,Sentence: 4498,the,DT,O
9,Sentence: 4498,CONLL,NNP,B
10,Sentence: 4498,-,:,I
11,Sentence: 4498,TestB,NNP,I
12,Sentence: 4498,data,NNS,I
13,Sentence: 4498,set,NN,I
14,Sentence: 4498,as,RB,O
15,Sentence: 4498,well,RB,O
16,Sentence: 4498,as,IN,O
17,Sentence: 4498,on,IN,O
18,Sentence: 4498,a,DT,O
19,Sentence: 4498,tweet,NN,O
20,Sentence: 4498,data,NNS,O
21,Sentence: 4498,set,NN,O
22,Sentence: 4498,.,.,O
0,Sentence: 2811,For,IN,O
1,Sentence: 2811,instance,NN,O
2,Sentence: 2811,",",",",O
3,Sentence: 2811,take,VBP,O
4,Sentence: 2811,ACM,NNP,B
5,Sentence: 2811,DL,NNP,I
6,Sentence: 2811,corpus,NN,I
7,Sentence: 2811,as,IN,O
8,Sentence: 2811,an,DT,O
9,Sentence: 2811,example,NN,O
10,Sentence: 2811,",",",",O
11,Sentence: 2811,for,IN,O
12,Sentence: 2811,"41,378",CD,O
13,Sentence: 2811,publications,NNS,O
14,Sentence: 2811,",",",",O
15,Sentence: 2811,we,PRP,O
16,Sentence: 2811,only,RB,O
17,Sentence: 2811,need,VBP,O
18,Sentence: 2811,to,TO,O
19,Sentence: 2811,collect,VB,O
20,Sentence: 2811,OERs,NNP,O
21,Sentence: 2811,for,IN,O
22,Sentence: 2811,"9,263",CD,O
23,Sentence: 2811,popular,JJ,O
24,Sentence: 2811,author,NN,O
25,Sentence: 2811,assigned,VBN,O
26,Sentence: 2811,keywords,NNS,O
27,Sentence: 2811,(,(,O
28,Sentence: 2811,appear,VBP,O
29,Sentence: 2811,at,IN,O
30,Sentence: 2811,least,JJS,O
31,Sentence: 2811,5,CD,O
32,Sentence: 2811,times,NNS,O
33,Sentence: 2811,in,IN,O
34,Sentence: 2811,the,DT,O
35,Sentence: 2811,corpus,NN,O
36,Sentence: 2811,),),O
37,Sentence: 2811,.,.,O
0,Sentence: 3836,Data,NNP,O
1,Sentence: 3836,A,NNP,O
2,Sentence: 3836,high,JJ,O
3,Sentence: 3836,-,:,O
4,Sentence: 3836,quality,NN,O
5,Sentence: 3836,databased,VBN,O
6,Sentence: 3836,from,IN,O
7,Sentence: 3836,Symcat,NNP,B
8,Sentence: 3836,2,CD,I
9,Sentence: 3836,database,NN,I
10,Sentence: 3836,was,VBD,O
11,Sentence: 3836,used,VBN,O
12,Sentence: 3836,.,.,O
0,Sentence: 3203,We,PRP,O
1,Sentence: 3203,have,VBP,O
2,Sentence: 3203,chosen,VBN,O
3,Sentence: 3203,the,DT,O
4,Sentence: 3203,',POS,B
5,Sentence: 3203,Billion,NNP,I
6,Sentence: 3203,Triples,NNP,I
7,Sentence: 3203,Challenge,NNP,I
8,Sentence: 3203,',POS,I
9,Sentence: 3203,2009,CD,I
10,Sentence: 3203,data,NNS,I
11,Sentence: 3203,set,VBN,I
12,Sentence: 3203,",",",",O
13,Sentence: 3203,a,DT,O
14,Sentence: 3203,data,NN,O
15,Sentence: 3203,-,:,O
16,Sentence: 3203,set,NN,O
17,Sentence: 3203,created,VBD,O
18,Sentence: 3203,for,IN,O
19,Sentence: 3203,the,DT,O
20,Sentence: 3203,Semantic,NNP,O
21,Sentence: 3203,Web,NNP,O
22,Sentence: 3203,Challenge,NNP,O
23,Sentence: 3203,4,CD,O
24,Sentence: 3203,in,IN,O
25,Sentence: 3203,2009,CD,O
26,Sentence: 3203,and,CC,O
27,Sentence: 3203,which,WDT,O
28,Sentence: 3203,is,VBZ,O
29,Sentence: 3203,well,RB,O
30,Sentence: 3203,-,:,O
31,Sentence: 3203,known,VBN,O
32,Sentence: 3203,in,IN,O
33,Sentence: 3203,the,DT,O
34,Sentence: 3203,community,NN,O
35,Sentence: 3203,.,.,O
0,Sentence: 3882,We,PRP,O
1,Sentence: 3882,ran,VBD,O
2,Sentence: 3882,our,PRP$,O
3,Sentence: 3882,experiments,NNS,O
4,Sentence: 3882,using,VBG,O
5,Sentence: 3882,the,DT,O
6,Sentence: 3882,wt10,NN,B
7,Sentence: 3882,g,NN,I
8,Sentence: 3882,TREC,NNP,I
9,Sentence: 3882,web,NN,I
10,Sentence: 3882,collection,NN,I
11,Sentence: 3882,.,.,O
0,Sentence: 5002,is,VBZ,O
1,Sentence: 5002,an,DT,O
2,Sentence: 5002,online,JJ,O
3,Sentence: 5002,method,NN,O
4,Sentence: 5002,that,WDT,O
5,Sentence: 5002,combines,VBZ,O
6,Sentence: 5002,deep,RB,O
7,Sentence: 5002,learning,JJ,O
8,Sentence: 5002,features,NNS,O
9,Sentence: 5002,with,IN,O
10,Sentence: 5002,Kalman,NNP,O
11,Sentence: 5002,-,:,O
12,Sentence: 5002,filter,NN,O
13,Sentence: 5002,-,:,O
14,Sentence: 5002,based,VBN,O
15,Sentence: 5002,tracking,NN,O
16,Sentence: 5002,and,CC,O
17,Sentence: 5002,the,DT,O
18,Sentence: 5002,Hungarian,JJ,O
19,Sentence: 5002,algorithm,NN,O
20,Sentence: 5002,for,IN,O
21,Sentence: 5002,data,NNS,O
22,Sentence: 5002,association,NN,O
23,Sentence: 5002,",",",",O
24,Sentence: 5002,achieving,VBG,O
25,Sentence: 5002,remarkable,JJ,O
26,Sentence: 5002,performance,NN,O
27,Sentence: 5002,on,IN,O
28,Sentence: 5002,the,DT,O
29,Sentence: 5002,MOTChallenge,NNP,B
30,Sentence: 5002,MOT16,NNP,I
31,Sentence: 5002,benchmark,NN,I
32,Sentence: 5002,.,.,O
0,Sentence: 2,We,PRP,O
1,Sentence: 2,evaluate,VBP,O
2,Sentence: 2,our,PRP$,O
3,Sentence: 2,approach,NN,O
4,Sentence: 2,on,IN,O
5,Sentence: 2,two,CD,O
6,Sentence: 2,analogy,NN,O
7,Sentence: 2,-,:,O
8,Sentence: 2,based,VBN,O
9,Sentence: 2,word,NN,O
10,Sentence: 2,similarity,NN,O
11,Sentence: 2,tasks,NNS,O
12,Sentence: 2, ,RBR,O
13,Sentence: 2,and,CC,O
14,Sentence: 2,show,VB,O
15,Sentence: 2,that,IN,O
16,Sentence: 2,despite,IN,O
17,Sentence: 2,the,DT,O
18,Sentence: 2,considerably,RB,O
19,Sentence: 2,shorter,JJR,O
20,Sentence: 2,training,VBG,O
21,Sentence: 2,times,NNS,O
22,Sentence: 2,our,PRP$,O
23,Sentence: 2,models,NNS,O
24,Sentence: 2,outperform,IN,O
25,Sentence: 2,the,DT,O
26,Sentence: 2,Skip,NNP,O
27,Sentence: 2,-,:,O
28,Sentence: 2,gram,NN,O
29,Sentence: 2,model,NN,O
30,Sentence: 2,from,IN,O
31,Sentence: 2, ,NNP,O
32,Sentence: 2,trained,VBD,O
33,Sentence: 2,on,IN,O
34,Sentence: 2,the,DT,O
35,Sentence: 2,same,JJ,O
36,Sentence: 2,1.5B,CD,B
37,Sentence: 2,-,:,I
38,Sentence: 2,word,NN,I
39,Sentence: 2,Wikipedia,NNP,I
40,Sentence: 2,dataset,NN,I
41,Sentence: 2,.,.,O
0,Sentence: 3665,Due,JJ,O
1,Sentence: 3665,to,TO,O
2,Sentence: 3665,the,DT,O
3,Sentence: 3665,unbalanced,JJ,O
4,Sentence: 3665,nature,NN,O
5,Sentence: 3665,of,IN,O
6,Sentence: 3665,the,DT,O
7,Sentence: 3665,DHA,NNP,B
8,Sentence: 3665,dataset,NN,I
9,Sentence: 3665,",",",",O
10,Sentence: 3665,neither,CC,O
11,Sentence: 3665,F1,NNP,O
12,Sentence: 3665,nor,CC,O
13,Sentence: 3665,accuracy,NN,O
14,Sentence: 3665,are,VBP,O
15,Sentence: 3665,representative,JJ,O
16,Sentence: 3665,metrics,NNS,O
17,Sentence: 3665,for,IN,O
18,Sentence: 3665,classification,NN,O
19,Sentence: 3665,.,.,O
0,Sentence: 5220,A,DT,O
1,Sentence: 5220,TRecgNet,NNP,O
2,Sentence: 5220,is,VBZ,O
3,Sentence: 5220,proposed,VBN,O
4,Sentence: 5220,to,TO,O
5,Sentence: 5220,transfer,VB,O
6,Sentence: 5220,complementary,JJ,O
7,Sentence: 5220,cues,NNS,O
8,Sentence: 5220,through,IN,O
9,Sentence: 5220,a,DT,O
10,Sentence: 5220,label,JJ,O
11,Sentence: 5220,-,:,O
12,Sentence: 5220,free,JJ,O
13,Sentence: 5220,modality,NN,O
14,Sentence: 5220,translation,NN,O
15,Sentence: 5220,process,NN,O
16,Sentence: 5220,",",",",O
17,Sentence: 5220,which,WDT,O
18,Sentence: 5220,improves,VBZ,O
19,Sentence: 5220,modality,NN,O
20,Sentence: 5220,-,:,O
21,Sentence: 5220,specific,JJ,O
22,Sentence: 5220,classification,NN,O
23,Sentence: 5220,task,NN,O
24,Sentence: 5220,in,IN,O
25,Sentence: 5220,an,DT,O
26,Sentence: 5220,end,NN,O
27,Sentence: 5220,-,:,O
28,Sentence: 5220,to,TO,O
29,Sentence: 5220,-,:,O
30,Sentence: 5220,end,NN,O
31,Sentence: 5220,manner,NN,O
32,Sentence: 5220,and,CC,O
33,Sentence: 5220,achieves,NNS,O
34,Sentence: 5220,state,NN,O
35,Sentence: 5220,-,:,O
36,Sentence: 5220,of,IN,O
37,Sentence: 5220,-,:,O
38,Sentence: 5220,the,DT,O
39,Sentence: 5220,-,:,O
40,Sentence: 5220,art,NN,O
41,Sentence: 5220,performance,NN,O
42,Sentence: 5220,on,IN,O
43,Sentence: 5220,RGB,NNP,B
44,Sentence: 5220,-,:,I
45,Sentence: 5220,D,NNP,I
46,Sentence: 5220,indoor,JJ,I
47,Sentence: 5220,scene,NN,I
48,Sentence: 5220,benchmarks,NNS,I
49,Sentence: 5220,.,.,O
0,Sentence: 2596,The,DT,O
1,Sentence: 2596,AOR,NNP,B
2,Sentence: 2596,evaluation,NN,I
3,Sentence: 2596,collections,NNS,I
4,Sentence: 2596,created,VBN,O
5,Sentence: 2596,in,IN,O
6,Sentence: 2596,the,DT,O
7,Sentence: 2596,context,NN,O
8,Sentence: 2596,of,IN,O
9,Sentence: 2596,the,DT,O
10,Sentence: 2596,SemSearch,NNP,O
11,Sentence: 2596,initiative,NN,O
12,Sentence: 2596,used,VBN,O
13,Sentence: 2596,crowdsourcing,VBG,O
14,Sentence: 2596,techniques,NNS,O
15,Sentence: 2596,to,TO,O
16,Sentence: 2596,create,VB,O
17,Sentence: 2596,relevance,NN,O
18,Sentence: 2596,judgements,NNS,O
19,Sentence: 2596,for,IN,O
20,Sentence: 2596,the,DT,O
21,Sentence: 2596,entities,NNS,O
22,Sentence: 2596,by,IN,O
23,Sentence: 2596,asking,VBG,O
24,Sentence: 2596,anony-,NN,O
0,Sentence: 3459,RankSVM,NNP,O
1,Sentence: 3459,is,VBZ,O
2,Sentence: 3459,still,RB,O
3,Sentence: 3459,a,DT,O
4,Sentence: 3459,very,RB,O
5,Sentence: 3459,competitive,JJ,O
6,Sentence: 3459,performer,NN,O
7,Sentence: 3459,when,WRB,O
8,Sentence: 3459,considering,VBG,O
9,Sentence: 3459,average,JJ,O
10,Sentence: 3459,results,NNS,O
11,Sentence: 3459,across,IN,O
12,Sentence: 3459,all,DT,O
13,Sentence: 3459,collections,NNS,O
14,Sentence: 3459,in,IN,O
15,Sentence: 3459,the,DT,O
16,Sentence: 3459,LETOR,NNP,B
17,Sentence: 3459,3.0,CD,I
18,Sentence: 3459,L2R,NNP,I
19,Sentence: 3459,benchmark,NN,I
20,Sentence: 3459,7,CD,I
21,Sentence: 3459,",",",",O
22,Sentence: 3459,besides,IN,O
23,Sentence: 3459,being,VBG,O
24,Sentence: 3459,readily,RB,O
25,Sentence: 3459,available,JJ,O
26,Sentence: 3459,for,IN,O
27,Sentence: 3459,experimentation,NN,O
28,Sentence: 3459,",",",",O
29,Sentence: 3459,unlike,IN,O
30,Sentence: 3459,other,JJ,O
31,Sentence: 3459,methods,NNS,O
32,Sentence: 3459,",",",",O
33,Sentence: 3459,which,WDT,O
34,Sentence: 3459,are,VBP,O
35,Sentence: 3459,proprietary,JJ,O
36,Sentence: 3459,.,.,O
0,Sentence: 2938,For,IN,O
1,Sentence: 2938,MovieLens,NNP,O
2,Sentence: 2938,experiments,NNS,O
3,Sentence: 2938,we,PRP,O
4,Sentence: 2938,use,VBP,O
5,Sentence: 2938,the,DT,O
6,Sentence: 2938,largest,JJS,O
